05 49 53.6;-66 54 04; 5.11;-0.14
05 54 43.6;-11 46 26; 5.66; 1.53
05 56 33.8;+28 56 32; 6.32; 0.30
05 56 03.5;+13 55 31; 6.60; 0.65
05 54 14.1;-29 08 52; 6.36; 0.37
05 53 22.9;-42 55 17; 6.55; 1.37
05 55 30.3;-04 36 59; 5.87; 1.18
05 55 35.4;-04 47 18; 6.28; 0.06
05 52 20.3;-57 09 22; 5.94; 0.66
05 51 23.0;-64 02 01; 6.36; 0.86
05 56 56.1;+24 14 59; 6.02; 0.39
05 56 28.0;+09 30 35; 5.99;-0.07
05 56 49.5;+11 31 16; 5.87; 1.10
05 59 31.6;+54 17 05; 3.72; 1.00
06 05 09.3;+75 35 09; 6.40;
05 59 45.7;+55 19 15; 6.44; 0.31
05 59 48.1;+54 32 50; 6.14; 1.20
05 59 21.8;+49 55 28; 5.89; 1.23
05 54 52.5;-39 57 29; 5.57; 1.51
05 54 10.7;-50 21 43; 6.52; 0.90
05 57 59.7;+25 57 14; 4.82;-0.06
05 56 24.3;-14 10 04; 3.71; 0.33
05 56 14.3;-22 50 25; 5.96; 1.11
05 55 29.9;-37 07 15; 4.97; 1.11
05 59 31.7;+44 56 51; 1.90; 0.03
05 54 41.1;-49 37 37; 6.10;-0.13
05 56 34.5;-23 12 56; 6.36; 1.07
05 59 56.1;+45 56 13; 4.26; 1.72
05 56 20.9;-31 22 57; 5.50;
05 57 54.2;+01 13 28; 6.22; 1.48
05 54 50.2;-52 38 07; 5.29; 0.31
05 59 43.3;+37 12 45; 2.62;-0.08
06 00 19.0;+44 35 31; 6.22;
05 58 11.7;-00 59 39; 6.22; 1.14
05 56 49.0;-31 58 34; 6.44; 1.07
05 58 53.2;+12 48 31; 5.70; 0.89
05 58 24.4;+01 50 13; 5.90; 0.21
06 00 58.6;+47 54 07; 5.73;-0.01
05 54 06.1;-63 05 24; 4.65; 1.05
05 58 49.6;+00 33 11; 5.22; 0.01
05 54 11.9;-64 28 56; 6.63; 0.38
06 01 43.1;+48 57 34; 5.96; 1.45
05 57 32.2;-35 17 00; 4.36;-0.18
05 59 01.0;-09 22 56; 6.12; 0.29
05 59 04.3;-09 33 30; 5.03; 0.19
05 59 37.7;-01 26 40; 6.63;-0.07
06 01 10.2;+31 02 05; 5.98; 0.08
06 01 00.4;+27 34 20; 6.05; 0.25
06 02 48.7;+49 54 20; 6.05;-0.06
06 00 03.4;-03 04 27; 4.53; 1.22
05 57 14.4;-53 25 34; 6.45; 1.48
06 02 53.6;+43 22 43; 6.42;
06 01 41.6;+22 24 03; 6.37;-0.07
05 58 37.6;-44 02 04; 5.81; 1.07
06 00 17.7;-12 53 59; 6.22; 0.36
06 03 18.0;+42 54 42; 6.10; 0.97
05 59 08.8;-42 48 55; 3.96; 1.14
06 05 08.3;+59 23 35; 6.34; 1.10
06 02 55.1;+32 38 09; 6.24; 0.42
06 04 29.1;+51 34 24; 6.45; 0.18
06 02 23.0;+09 38 51; 4.12; 0.16
05 50 16.7;-79 21 41; 5.47;-0.08
06 06 39.2;+63 27 13; 6.39;
06 02 17.1;+01 41 40; 6.59;-0.05
06 01 50.4;-10 35 53; 4.95;-0.12
06 01 13.1;-25 25 04; 6.05; 0.02
06 03 27.3;+19 41 26; 5.14;-0.11
06 01 16.4;-33 54 42; 5.55; 1.58
06 05 03.4;+42 58 54; 5.87; 0.30
06 03 24.7;+11 40 51; 6.08;-0.04
06 04 07.2;+23 15 48; 4.16; 0.82
06 03 55.2;+20 08 18; 4.63; 0.28
06 02 33.8;-14 29 50; 6.20; 0.96
06 05 02.6;+37 57 51; 6.34;
06 00 49.2;-51 12 59; 5.67; 0.20
06 05 34.0;+33 35 57; 6.23;-0.08
06 03 15.5;-26 17 04; 5.04; 1.34
06 06 08.5;+35 23 15; 6.12; 0.60
06 04 13.5;-06 42 33; 5.21;-0.06
06 06 35.1;+38 28 58; 5.36; 0.25
06 04 58.2;+05 25 12; 5.67; 1.04
06 04 58.4;+04 09 31; 5.63; 1.04
06 06 22.5;+29 30 45; 6.08; 1.73
06 07 26.9;+41 51 15; 6.12; 1.22
06 04 59.1;-16 29 04; 4.93; 0.24
06 04 20.3;-32 10 21; 5.65;-0.19
06 05 27.0;-10 14 34; 5.87; 0.37
06 02 09.2;-60 05 49; 6.45; 1.58
06 09 59.1;+58 56 09; 5.36; 1.09
06 08 23.0;+41 03 20; 6.36; 1.05
06 06 38.7;-04 11 38; 5.38;-0.13
06 06 09.3;-14 56 07; 4.67; 0.05
06 05 45.7;-24 11 44; 6.95; 1.63
06 04 28.4;-45 02 12; 6.35; 0.52
06 04 40.2;-45 04 44; 5.93; 0.49
06 07 34.3;+14 46 06; 4.42;-0.17
06 05 27.1;-35 30 49; 5.80; 0.02
06 06 51.9;-11 10 25; 6.66;-0.15
06 04 46.9;-48 27 31; 6.58; 0.72
06 06 32.0;-23 06 38; 5.47; 0.08
06 06 05.5;-29 45 31; 5.81; 0.05
06 12 51.1;+65 43 06; 5.32; 1.34
06 06 57.6;-21 48 46; 5.78; 1.64
06 08 47.2;+08 40 12; 6.55;-0.07
06 07 41.6;-19 09 57; 5.31; 1.68
06 09 32.4;+22 11 24; 5.93; 1.63
06 07 03.7;-34 18 43; 5.83;-0.13
06 06 41.0;-42 17 55; 6.12; 0.25
06 11 46.0;+52 38 50; 6.30; 0.14
06 09 44.0;+23 06 48; 5.75; 0.21
06 08 57.9;+02 29 58; 5.73; 0.07
06 11 36.5;+48 42 47; 6.82;
06 11 36.6;+48 42 40; 6.09; 0.10
06 07 31.6;-37 15 11; 5.02;-0.11
06 07 01.9;-45 05 29; 6.51; 1.16
06 09 36.2;-05 42 40; 6.17; 0.34
06 08 57.9;-22 25 39; 5.50;-0.01
06 07 52.9;-42 09 14; 5.50; 0.00
06 09 20.3;-18 07 34; 6.35;-0.03
06 09 34.3;-14 35 03; 5.56; 1.16
06 11 01.8;+18 07 46; 6.33; 1.35
06 11 32.3;+24 25 13; 5.80; 1.11
06 09 47.9;-22 46 27; 5.71; 0.44
06 08 34.6;-44 21 22; 6.27;-0.15
06 13 45.3;+51 10 21; 6.04; 1.06
06 12 20.1;+32 41 36; 5.78; 1.66
06 11 51.4;+21 52 07; 6.56; 2.25
06 11 27.9;+13 38 19; 6.04; 0.00
06 09 47.2;-26 42 03; 6.27; 1.01
06 12 01.3;+19 47 26; 5.75;-0.07
06 06 09.4;-66 02 23; 5.71;-0.03
06 11 01.3;-06 45 15; 6.15; 0.01
06 07 03.4;-62 09 17; 5.05; 1.25
06 12 19.1;+22 54 30; 6.39; 2.24
06 12 03.3;+16 07 50; 4.95;-0.14
06 11 56.4;+14 12 32; 4.48;-0.18
06 10 34.6;-27 09 15; 5.72; 1.07
06 15 40.6;+59 59 57; 5.35; 1.34
06 11 43.7;-04 39 56; 6.18;-0.08
06 10 10.3;-40 21 13; 5.58; 1.68
06 09 23.3;-49 33 46; 6.49; 0.52
06 11 51.8;-06 33 01; 5.05;-0.20
06 11 13.5;-26 28 56; 6.09;-0.04
06 13 33.4;+18 40 49; 6.58;-0.08
06 13 12.6;+10 37 39; 6.45; 0.67
06 18 50.8;+69 19 11; 4.80; 0.03
06 12 44.4;-02 30 16; 6.62; 0.05
06 10 39.9;-45 16 55; 6.31;-0.03
06 10 17.9;-54 58 07; 4.81;-0.23
06 12 46.3;-17 45 47; 6.52;-0.17
06 14 28.6;+17 54 23; 5.88; 0.22
06 17 54.8;+61 30 55; 4.98; 1.83
06 14 52.6;+22 30 24; 3.28; 1.60
06 15 39.0;+36 08 55; 6.92; 0.45
06 13 54.3;-03 44 29; 5.83; 0.94
06 15 22.7;+29 29 53; 4.35; 1.02
06 14 50.9;+19 09 23; 5.20; 0.44
06 08 44.2;-68 50 36; 5.06;-0.08
06 15 08.5;+13 51 04; 5.91;-0.23
06 15 25.1;+16 08 35; 5.30;-0.14
06 14 36.7;-04 34 06; 5.83;-0.17
06 13 45.1;-23 51 43; 6.39; 0.72
06 13 33.3;-29 23 46; 6.54;-0.10
06 14 51.3;-06 16 29; 3.98; 1.32
06 17 34.7;+46 25 27; 6.52; 0.27
06 15 45.0;+12 33 04; 5.33;-0.02
06 16 19.0;+23 58 12; 6.08; 0.90
06 15 40.1;+06 03 58; 6.07;-0.13
06 15 47.0;+04 17 01; 6.64;-0.17
06 15 34.3;-00 30 44; 5.65; 0.50
06 15 29.7;-04 54 55; 5.99; 0.09
06 16 23.8;+17 10 53; 6.39; 1.58
06 15 54.0;+01 10 09; 6.37; 0.46
06 15 26.0;-09 02 07; 6.10;-0.08
06 19 37.4;+59 00 39; 4.48; 0.01
06 18 16.9;+46 21 38; 6.38; 1.11
06 16 58.7;+23 44 27; 6.25; 0.45
06 16 26.6;+12 16 20; 5.04; 0.42
06 15 08.4;-20 16 20; 5.91; 1.32
06 15 17.5;-18 28 36; 5.99; 1.06
06 15 44.9;-13 43 06; 5.01;-0.08
06 11 15.0;-65 35 22; 5.01; 1.62
06 16 21.2;+01 04 49; 6.63;-0.05
06 17 06.6;+09 56 33; 5.39; 0.10
06 16 58.4;+07 03 11; 6.57;-0.12
06 16 07.7;-16 37 04; 5.92;-0.17
06 17 33.3;+14 03 30; 6.59;-0.03
06 17 16.1;+05 06 01; 5.71; 0.61
06 15 57.2;-29 47 18; 6.67; 1.55
06 18 05.6;+14 22 58; 6.16; 0.01
06 17 03.5;-22 42 54; 6.07; 0.56
06 17 35.2;-10 43 31; 6.75; 0.35
06 16 33.1;-35 08 26; 4.37; 1.00
06 22 03.6;+59 22 20; 5.94;
06 19 01.8;+17 19 30; 6.32;-0.07
06 18 40.5;+09 02 50; 6.24; 0.87
06 17 41.7;-16 48 57; 5.14; 1.30
06 10 14.4;-74 45 11; 5.09; 0.72
06 16 35.6;-39 15 52; 6.00; 0.16
06 17 01.2;-37 44 15; 5.53; 1.14
06 21 46.1;+53 27 08; 5.36; 0.43
06 17 09.5;-37 15 11; 5.87; 0.14
06 18 13.7;-19 58 01; 5.52;-0.18
06 18 50.6;-09 23 25; 5.36; 1.24
06 18 48.8;-15 01 29; 6.06; 1.66
06 20 04.2;+14 39 04; 5.69; 1.61
06 19 07.9;-08 35 11; 6.22;-0.04
06 18 59.0;-20 55 34; 5.81;-0.15
06 21 12.1;+29 32 28; 6.43; 0.06
06 19 42.8;-07 49 23; 5.27;-0.19
06 16 18.5;-59 12 49; 6.43; 0.59
06 19 59.6;-02 56 40; 4.90; 1.60
06 20 52.3;+11 45 23; 6.54;-0.10
06 21 25.9;+17 45 49; 6.35;
06 17 51.7;-52 43 59; 6.41; 1.46
06 19 41.0;-34 23 48; 5.78;-0.08
06 21 25.8;+02 16 07; 6.31; 0.24
06 18 46.8;-50 21 33; 7.04; 0.83
06 20 18.8;-30 03 48; 3.02;-0.19
06 15 05.9;-71 42 10; 6.64; 0.56
06 21 24.7;-11 46 24; 5.64;-0.02
06 28 14.6;+70 32 08; 5.97;
06 22 57.6;+22 30 49; 2.88; 1.64
06 22 36.5;+12 34 12; 6.00;
06 20 36.3;-34 08 38; 5.53;-0.19
06 24 53.9;+49 17 17; 4.91; 1.97
06 20 06.1;-48 44 28; 6.60; 0.66
06 26 25.8;+56 17 06; 5.64; 0.24
06 23 18.5;+03 45 52; 6.40;-0.15
06 26 48.9;+58 25 02; 5.21; 1.53
06 22 42.0;-17 57 21; 1.98;-0.23
06 23 22.7;-04 41 14; 6.67; 0.06
06 22 06.8;-33 26 11; 3.85; 0.88
06 24 52.6;+29 42 26; 6.71;-0.06
06 23 46.1;+04 35 34; 4.44; 0.18
06 23 46.5;+04 35 44; 6.72; 0.45
06 24 02.3;+08 53 05; 6.26;-0.08
06 23 36.0;-09 52 28; 6.19; 1.84
06 24 52.9;+16 03 25; 6.33; 1.08
06 23 46.0;-15 04 18; 6.24; 1.53
06 25 32.9;+23 19 37; 6.06;-0.03
06 24 10.3;-11 31 49; 5.22; 1.24
06 23 47.6;-19 47 07; 6.60;-0.15
06 23 14.4;-31 47 24; 6.34; 0.89
06 25 28.1;+14 43 19; 6.24; 2.34
06 24 20.5;-12 57 45; 6.12;-0.08
06 25 13.1;+07 05 09; 5.98; 1.22
06 23 55.9;-25 34 40; 5.63; 1.56
06 25 18.4;+01 30 04; 6.66;-0.04
06 25 16.4;-00 56 46; 5.87; 0.56
06 27 51.1;+47 24 19; 6.56;-0.04
06 25 46.6;+02 16 20; 6.51;-0.03
06 24 01.0;-36 42 28; 5.62; 1.04
06 25 47.1;-03 53 21; 6.35; 1.02
06 24 43.9;-28 46 48; 6.39; 0.62
06 27 35.5;+32 33 47; 6.43; 1.26
06 22 55.8;-56 22 12; 5.61; 0.24
06 25 58.8;-07 53 39; 6.40; 0.14
06 23 37.7;-52 10 52; 5.98; 1.04
06 24 44.5;-40 17 03; 6.31;-0.05
06 26 39.6;-01 30 26; 5.87; 0.08
06 26 34.5;-04 35 50; 6.15;-0.14
06 23 57.1;-52 41 45;-0.72; 0.15
06 26 58.7;+00 50 27; 6.71; 0.04
06 26 44.9;-07 30 41; 6.27;-0.04
06 25 29.9;-35 03 50; 6.25; 1.36
06 27 56.6;+20 29 46; 6.22; 0.01
06 30 47.2;+58 09 46; 5.88; 0.94
06 28 34.1;+30 29 35; 5.55; 0.68
06 27 20.4;+02 54 29; 5.55; 1.04
06 27 13.8;+00 17 57; 5.20; 1.18
06 27 15.6;-00 16 34; 5.55; 1.38
06 23 46.9;-58 32 38; 6.48; 0.12
06 23 01.3;-63 40 59; 6.27; 1.60
06 30 03.0;+46 41 08; 5.90; 1.44
06 28 56.6;+26 58 04; 6.47;
06 28 28.0;+16 14 18; 6.23; 0.90
06 24 48.2;-52 48 23; 6.51; 1.70
06 28 18.8;+10 18 14; 6.15; 1.15
06 28 57.8;+20 12 44; 4.15;-0.13
06 27 57.6;-04 45 44; 5.06;-0.17
06 24 13.7;-60 16 52; 5.80; 0.00
06 40 16.8;+79 35 58; 6.54;
06 28 16.8;+01 54 44; 6.48;-0.07
06 25 43.6;-48 10 38; 5.76;-0.06
06 27 11.2;-25 51 24; 6.07; 0.53
06 44 30.2;+82 06 55; 6.65; 0.17
06 29 00.0;+11 01 10; 6.59;
06 22 38.2;-69 59 03; 5.56; 1.51
06 27 07.5;-37 53 44; 6.48; 0.39
06 24 26.3;-63 25 44; 6.46; 0.66
06 29 14.9;+02 38 46; 6.16; 1.54
06 28 49.0;-07 01 58; 4.60;-0.10
06 28 49.5;-07 02 04; 5.40;-0.07
06 28 49.5;-07 02 04; 5.60;
06 28 37.3;-17 27 58; 5.77; 1.12
06 24 55.6;-63 49 40; 6.27;-0.13
06 28 10.1;-32 34 48; 4.48;-0.17
06 30 05.5;+09 01 45; 6.57; 0.14
06 40 28.8;+77 59 45; 5.73; 1.47
06 28 39.2;-32 22 16; 5.74;-0.17
06 37 54.9;+73 41 44; 6.24; 0.38
06 31 10.1;+16 56 19; 6.20; 1.16
06 30 11.3;-10 04 53; 5.93; 1.38
06 28 42.3;-41 04 28; 6.32; 0.40
06 27 04.0;-58 00 08; 5.82; 1.28
06 31 09.5;+11 15 03; 6.14;-0.08
06 31 37.4;+15 54 12; 6.40;
06 32 27.2;+32 27 17; 5.87; 0.14
06 30 34.7;-13 08 53; 6.16;-0.15
06 31 39.2;+11 47 32; 6.65;-0.12
06 31 48.3;+11 32 40; 5.23; 0.15
06 34 32.8;+55 21 11; 6.45;
06 25 28.6;-69 41 25; 5.38; 0.97
06 32 23.3;+11 40 25; 6.03; 1.07
06 31 23.0;-12 23 30; 5.15; 1.27
06 30 46.3;-27 46 10; 5.93;-0.15
06 31 50.1;-08 09 29; 5.43; 1.38
06 32 19.2;+04 51 21; 5.84; 0.99
06 33 42.7;+33 01 27; 6.42; 0.03
06 29 49.1;-50 14 21; 5.27; 0.41
06 32 54.2;+07 19 59; 4.50; 0.00
06 32 23.1;-05 52 08; 5.60; 0.25
06 31 51.3;-23 25 06; 4.33;-0.24
06 31 13.0;-35 15 33; 5.84; 0.81
06 29 28.5;-56 51 10; 5.22; 1.09
06 30 59.8;-40 54 59; 6.20; 1.40
06 33 36.1;+14 09 19; 5.53; 1.11
06 32 46.9;-11 09 59; 6.24; 1.11
06 31 35.0;-36 56 24; 6.34; 1.63
06 37 41.4;+61 28 52; 5.94; 0.89
06 33 37.9;-01 13 13; 5.10;-0.14
06 40 32.2;+71 44 56; 5.92; 1.19
06 32 39.0;-32 01 50; 5.69;-0.17
06 35 12.1;+28 01 20; 5.27;-0.03
06 32 21.3;-37 41 48; 5.24; 1.00
06 31 18.3;-51 49 34; 5.60; 0.54
06 46 14.1;+79 33 53; 5.45; 0.50
06 37 38.5;+56 51 27; 5.85;
06 33 26.6;-20 55 26; 6.40; 0.83
06 34 46.4;+07 34 21; 6.45;-0.02
06 36 32.9;+38 26 43; 5.29; 2.61
06 35 17.6;+09 59 18; 5.88; 1.51
06 33 10.3;-38 37 31; 6.44; 1.00
06 30 03.0;-65 34 06; 6.29; 0.33
06 35 15.8;+00 53 24; 5.80; 0.00
06 31 10.6;-61 52 47; 6.15;-0.15
06 33 49.5;-36 13 56; 5.42; 1.44
06 31 58.4;-58 45 15; 5.70;-0.06
06 36 00.0;+04 29 51; 6.55;-0.06
06 35 03.4;-22 57 53; 4.54;-0.05
06 34 35.3;-32 42 59; 5.62;-0.08
06 33 26.1;-52 19 44; 6.19; 1.09
06 37 27.2;+24 35 27; 6.44; 0.10
06 36 35.3;-05 12 40; 5.52;-0.08
06 38 39.5;+39 23 27; 5.69; 1.35
06 38 49.2;+39 54 09; 5.20;-0.07
06 37 42.7;+16 23 57; 1.93; 0.00
06 37 24.1;+06 08 07; 6.06; 0.05
06 36 22.8;-18 39 36; 5.70; 0.85
06 35 24.1;-36 46 48; 5.59;-0.14
06 38 23.0;+28 59 03; 5.79; 0.00
06 37 36.9;+10 51 11; 6.38;
06 39 19.9;+42 29 20; 4.79; 1.23
06 36 46.7;-13 19 15; 5.97; 1.56
06 36 41.0;-19 15 21; 3.95; 1.06
06 37 40.3;+02 42 15; 6.17; 1.08
06 35 54.0;-36 05 20; 6.35; 0.48
06 37 52.7;+04 57 26; 6.15; 0.14
06 36 40.9;-22 36 54; 6.35;-0.11
06 39 58.0;+44 00 50; 6.41;
06 34 58.6;-52 58 32; 4.39;-0.02
06 39 05.3;+22 01 51; 6.04; 1.03
06 37 40.9;-12 59 06; 6.12; 1.00
06 39 33.1;+28 15 47; 6.03;-0.08
06 39 31.4;+24 36 00; 6.38; 0.53
06 38 20.5;-02 32 37; 6.14; 1.48
06 38 49.5;+04 42 02; 6.57;-0.07
06 38 38.1;+01 36 49; 6.21; 0.15
06 37 53.4;-18 14 15; 4.43; 1.15
06 37 01.9;-38 08 48; 6.04; 1.03
06 36 51.3;-41 33 25; 6.34; 1.15
06 37 13.8;-36 59 26; 5.71;-0.12
06 37 47.6;-32 20 23; 5.27; 1.18
06 38 35.4;-16 52 25; 6.03; 0.03
06 39 47.6;+12 58 59; 5.97; 0.06
06 39 16.7;-14 08 45; 4.82; 1.50
06 37 45.7;-43 11 46; 3.17;-0.11
06 41 37.7;+35 55 55; 6.46; 0.49
06 41 21.0;+28 11 47; 6.42; 1.09
06 40 31.8;+06 22 18; 6.51;-0.14
06 39 36.3;-23 41 44; 6.05;-0.03
06 40 58.7;+09 53 44; 4.66;-0.25
06 41 21.8;+16 23 51; 6.28;-0.01
06 41 17.2;+11 00 12; 6.11; 1.68
06 43 05.0;+44 31 28; 5.02; 1.48
06 39 42.7;-30 28 13; 5.71; 1.14
06 41 05.4;+00 29 43; 5.79;-0.10
06 38 37.6;-48 13 13; 4.93; 0.87
06 44 11.6;+53 17 47; 6.27; 1.08
06 43 13.8;+37 08 49; 6.19; 1.03
06 39 56.9;-38 09 32; 6.58; 1.18
06 42 24.3;+17 38 43; 5.21; 0.06
06 41 59.3;+06 20 42; 6.37;-0.05
06 38 00.6;-61 31 59; 6.18; 0.62
06 41 56.4;-09 10 02; 5.19; 1.53
06 46 14.1;+59 26 30; 4.87; 0.08
06 44 12.6;+36 06 35; 6.31; 0.06
          ;         ;     ;
06 43 55.9;+25 07 52; 2.98; 1.40
06 43 06.5;+03 02 00; 6.19; 1.37
06 41 14.1;-40 20 59; 6.12;-0.14
06 40 49.3;-47 40 29; 6.65; 1.58
06 46 49.5;+57 10 09; 5.35; 0.96
06 43 59.3;+13 13 40; 4.49; 1.16
06 43 38.7;+03 55 56; 5.90;-0.02
06 44 45.5;+28 58 15; 5.44; 1.45
06 42 45.8;-22 26 57; 6.13; 0.34
06 42 16.4;-38 23 55; 6.29; 0.34
06 46 44.3;+43 34 39; 5.25; 0.56
06 45 17.4;+12 53 44; 3.36; 0.43
06 48 12.9;+55 42 16; 6.33;
06 48 12.3;+55 42 16; 6.28; 0.47
06 47 39.6;+48 47 22; 5.22; 1.12
06 43 23.3;-39 11 36; 6.30; 0.26
06 45 54.2;+12 41 37; 6.46;
06 50 57.1;+67 34 19; 5.14;-0.17
06 45 08.9;-16 42 58;-1.46; 0.00
06 44 28.4;-31 04 14; 5.20;-0.12
06 44 51.9;-27 20 29; 6.45; 0.54
06 46 32.4;+08 35 14; 5.93;-0.17
06 45 23.3;-23 27 43; 6.05; 1.20
          ;         ;     ;
06 45 02.4;-30 35 10; 6.54;-0.11
06 45 59.3;-14 47 46; 5.32; 0.07
06 47 23.5;+18 11 36; 6.20; 0.07
06 45 22.8;-31 47 37; 5.92; 0.48
06 45 31.3;-30 56 56; 5.80;-0.19
06 46 39.0;-10 06 26; 5.66;-0.05
06 47 19.8;+08 02 14; 4.77; 1.40
06 46 51.1;-14 25 33; 5.29;-0.04
06 40 57.8;-71 46 32; 6.51; 1.11
06 47 51.6;+02 24 44; 4.47; 1.11
06 46 03.3;-39 32 24; 6.62;-0.13
06 47 37.1;-08 59 54; 5.07; 1.80
06 47 01.5;-21 00 56; 6.08;-0.19
06 46 12.1;-37 46 32; 6.21;-0.13
06 53 42.2;+68 53 18; 5.12;-0.13
06 49 41.3;+32 36 24; 5.71; 1.29
06 45 26.1;-52 12 04; 6.57; 1.08
06 48 19.0;-01 19 09; 5.75; 0.28
06 45 53.7;-52 24 36; 5.80; 1.53
06 50 45.9;+41 46 53; 5.02; 1.27
06 49 03.7;+01 00 07; 6.15;-0.13
06 47 21.4;-37 55 47; 5.26;-0.08
06 49 49.8;+16 12 10; 5.85;-0.13
06 53 05.1;+59 26 55; 5.33; 0.65
06 49 16.4;-02 16 19; 5.74;-0.10
06 48 57.8;-15 08 41; 5.39;-0.10
06 46 52.8;-51 15 57; 5.40; 1.34
06 46 41.5;-54 41 41; 6.46; 0.86
06 50 25.5;+13 24 48; 5.65; 1.34
06 47 18.7;-55 32 24; 5.61; 1.52
07 00 04.0;+76 58 39; 4.55; 1.36
06 49 44.0;-24 04 33; 6.33; 0.04
06 51 33.0;+21 45 40; 5.27;-0.02
06 50 49.9;-00 32 27; 5.77; 0.39
06 43 36.8;-73 07 05; 6.37; 0.96
06 53 07.6;+44 50 22; 6.26; 0.21
06 52 00.0;+23 36 06; 5.65; 1.45
06 50 42.3;-08 02 28; 6.29; 0.00
06 50 21.9;-17 05 02; 5.79; 1.44
06 44 56.1;-70 26 02; 6.11; 1.33
06 50 06.0;-27 20 02; 7.04;-0.18
06 49 50.5;-32 30 31; 3.96;-0.23
06 53 01.5;+38 52 09; 6.12; 0.37
06 52 47.3;+33 57 40; 3.60; 0.10
06 53 13.4;+38 26 17; 6.30; 0.49
06 53 03.4;+35 47 19; 6.01; 1.45
06 51 39.3;+03 02 30; 6.38; 0.04
06 50 36.9;-25 46 41; 6.33;-0.18
06 50 23.3;-31 42 22; 5.70; 0.14
06 49 57.8;-45 27 00; 6.55; 1.51
06 53 57.0;+38 30 18; 6.48;-0.05
06 49 54.6;-46 36 53; 5.14; 0.45
06 50 52.4;-34 22 02; 4.99; 1.38
06 48 11.4;-61 56 29; 3.27; 0.21
06 52 49.4;+08 22 49; 5.77; 0.26
06 52 22.9;-05 18 58; 6.30; 0.99
06 49 56.2;-50 36 53; 2.93; 1.20
06 49 51.3;-53 37 20; 4.40; 0.92
06 53 22.5;+10 59 47; 6.24; 0.97
06 55 15.2;+45 49 35; 6.34; 0.94
06 55 14.7;+43 54 36; 6.13; 0.32
06 51 42.3;-36 13 49; 5.96; 0.18
06 40 02.7;-80 48 49; 5.64; 0.20
06 57 16.5;+58 25 21; 4.35; 0.85
06 57 13.2;+57 33 48; 6.05; 1.49
06 50 01.1;-60 14 57; 6.11; 0.46
06 51 32.8;-48 17 33; 6.42; 1.21
06 54 38.7;+13 10 40; 4.65; 0.30
06 53 18.8;-19 01 58; 5.64; 0.28
06 53 21.7;-18 56 00; 6.14; 0.15
06 53 00.1;-26 57 27; 6.40; 1.53
06 56 32.3;+46 16 27; 5.87;-0.06
06 55 18.6;+25 22 32; 5.73; 0.57
06 54 08.5;-05 51 09; 6.41; 0.17
06 53 32.9;-20 13 27; 4.83;-0.21
06 54 24.6;-01 07 37; 5.45; 0.18
06 56 56.0;+46 42 18; 5.86; 1.08
06 54 11.4;-12 02 19; 4.07; 1.43
06 52 39.7;-42 30 16; 6.52; 0.42
06 53 33.9;-28 32 23; 6.04; 0.71
06 54 42.1;-01 45 23; 6.21; 0.56
06 53 55.3;-24 32 21; 6.21; 0.01
06 52 47.1;-43 58 33; 6.46;-0.10
06 54 07.9;-24 11 02; 3.87; 1.73
07 01 21.5;+70 48 29; 5.68; 1.33
06 54 58.8;-02 48 13; 6.04; 1.10
06 54 13.0;-23 55 42; 6.91;-0.28
06 55 34.6;+08 19 29; 6.29; 0.04
06 57 37.1;+45 05 39; 4.90; 0.03
06 57 00.5;+33 40 52; 5.89; 0.88
06 52 46.9;-54 05 24; 6.57; 1.08
06 55 02.7;-20 24 17; 5.74; 0.08
06 56 25.8;+09 57 23; 5.92;-0.08
06 55 37.4;-20 08 11; 4.68; 0.37
06 54 26.7;-42 21 56; 6.32; 2.24
06 52 45.4;-59 20 28; 6.41; 0.18
06 56 06.6;-14 02 37; 5.00; 1.18
06 54 02.3;-50 36 42; 6.26; 0.99
06 55 46.8;-22 56 29; 5.30;-0.18
06 56 08.2;-17 03 15; 4.37;-0.07
06 57 25.7;+11 54 27; 6.27; 0.34
06 55 54.8;-31 47 24; 6.36;
06 57 00.1;-08 10 44; 6.34; 0.64
06 59 02.8;+38 03 08; 6.00; 1.23
06 58 47.4;+26 04 52; 6.10; 0.46
06 51 27.0;-70 57 48; 5.40;-0.11
06 57 14.8;-22 12 12; 6.61;-0.19
06 56 45.7;-35 20 30; 6.29; 1.29
06 59 27.9;+25 54 51; 6.40;-0.11
06 58 39.0;+07 37 19; 6.27; 0.11
06 57 33.9;-24 37 50; 5.46; 0.36
06 56 16.0;-48 43 16; 4.95; 1.69
07 40 30.5;+87 01 12; 5.07; 1.63
06 58 57.0;+03 36 08; 5.97; 1.06
06 57 42.4;-27 32 15; 6.23;-0.14
06 57 17.6;-35 30 27; 6.23; 0.46
06 59 20.1;+07 19 01; 6.35;-0.11
06 58 07.6;-27 09 53; 6.37;-0.19
07 00 15.8;+16 04 44; 5.68; 1.66
06 58 35.9;-25 24 50; 5.59;-0.16
07 05 51.8;+70 43 55; 6.50;
06 58 37.5;-28 58 20; 1.50;-0.21
06 58 25.1;-34 06 42; 5.06;-0.16
07 01 17.2;+32 24 52; 6.59; 0.27
06 58 43.8;-30 59 52; 6.42;-0.14
07 00 18.0;-05 22 01; 6.30; 0.57
06 59 39.3;-21 36 12; 6.26;-0.15
07 00 23.7;-08 24 25; 5.96;-0.08
07 00 08.1;-20 09 32; 6.31;-0.15
06 58 41.8;-45 46 05; 6.22; 0.00
07 00 39.3;-09 12 11; 6.49; 0.21
07 00 19.3;-22 07 10; 6.53;-0.17
